Tweet,polarity,subjectivity,Sentiment
RT @msrachelpres: $60 BILLION...to Ukraine...Invested in FTX...FTX files for bankruptcy. IT'S NOT ABOUT A WAR PEOPLE!!!,0.0,0.0,Negative
"@MAStrackZi Wenn Selenskyj sich nicht für die Raketen in Polen entschuldigt, kommt es dann zu einem Bündnisfall gegen die Ukraine?",0.0,0.0,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
"RT @TpyxaNews: A high-quality telescopic infrared lens, manufactured by the Israeli company Ophir Optronics Solutions, found in the Iranian…",0.0,0.0,Negative
@hyperion6001 @nordic_ned @ChristopherJM Why wouldn't Duda listen? Do you think Duda wants his country to directly… https://t.co/PLvdAB98SQ,0.2,0.1,Negative
"RT @RepMTG: I’m calling for an audit of all US aid and funding to Ukraine.

The American people deserve to know how their money is being sp…",0.0,0.0,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
RT @TheDeadDistrict: Croatia to donate its fleet of 14 Mi-8 and Mi-17 helicopters to Ukraine. Gets Black Hawks in return (article written i…,-0.166666667,0.433333333,Positive
"RT @nexta_tv: The White House: Russia is responsible for the incident in Poland

""Russia has unleashed a flurry of missiles on Ukraine spec…",0.1,0.275,Negative
RT @ASavageNation: is it possible Ukraine fired missiles  into Poland to drag NATO/US into war with Russia?,-0.05,0.535416667,Positive
RT @MayraFlores2022: Not a penny more should be sent to Ukraine until a full detailed investigation and audit is done.,0.416666667,0.6,Negative
"RT @Pontifex: Let us pray that the Lord might convert the hearts of those who are still directed toward war, and make the desire for peace…",0.0,0.0,Negative
Missile incident was Ukrainian ‘provocation’ – Polish politician — RT World News https://t.co/TkyDGrSmVl,0.0,0.0,Negative
"RT @saintjavelin: “We have heating, no electricity, no water, no mobile or internet connection, but NO RUSSIANS! I am extremely happy becau…",0.8,1.0,Negative
RT @Crispyliver: Melitopol is Ukraine!!,0.0,0.0,Negative
"RT @Arslon_Xudosi: #Ukraine: Hundreds of 120mm mortar shells left behind by Russian forces, likely in Kherson oblast. https://t.co/pcgbb8Oo…",-0.1,0.425,Positive
"RT @visegrad24: It does not matter to Germany whose missile fell in Poland - in any case it is Russia's fault because it attacked Ukraine,…",0.0,0.0,Negative
"RT @DickDelingpole: Russia hits Poland with missile: Act of war. 
Ukraine hits Poland with missile: Meh, it could happen to anyone.",0.0,0.0,Negative
"RT @karolcummins: Poland Is Hit by Missile: Live Updates as Officials Investigate

The missile that crashed in Poland on Tuesday, killing t…",0.136363636,0.5,Negative
RT @RALee85: The first evidence Russia is using loitering munitions in Ukraine. This looks like a Kalashnikov ZALA Aero KUB-BLA loitering m…,0.25,0.333333333,Negative
#Russia #Ukraine https://t.co/w9GCDOliZz,0.0,0.0,Negative
@Iran_Ukraine_ خواهش میشع🌱,0.0,0.0,Negative
,,,
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @ThierryMARIANI: Cette séquence est la démonstration des procédés de communication de #Zelensky. 
L’#Ukraine ne tient que par sous perfu…",0.0,0.0,Negative
"@JoeBiden I honestly thought that Trump failed us I was wrong,  Joe Biden  is worse till this day Biden can't even… https://t.co/DDVnktP8F4",-0.2,0.675,Positive
"RT @pravda_eng: NATO's top priority right now is more air defence systems for Ukraine, said Alliance Secretary General Stoltenberg",0.333928571,0.508928571,Negative
"RT @HungaryBased: Iryna Farion, a popular Ukrainian politician at a presentation in Lviv, at the event mentions ethnic minorities including…",0.6,0.9,Negative
"RT @Tendar: Due to Russia’s constant defeats and withdrawals I see the increased probability that Putin will seek for a operational pause,…",-0.0625,0.354166667,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @Billybo46492358: @valy_s Through these lies, they are trying to activate Article 5 of NATO!  Exactly what Ukraine wants!!  Let NATO ent…",0.28125,0.175,Negative
"RT @ShowGestern: Als sich herausstellte, dass die in #Polen eingeschlagenen Raketen aus der #Ukraine stammen, standen #StrackZimmermann, #R…",0.0,0.0,Negative
RT @marcfriedrich7: Ukrainische Luftabwehrraketen sind in Polen für zwei Opfer verantwortlich. Es ist unverantwortlich wie viele sofort nac…,0.0,0.0,Negative
"@MystereFreeze le soutien à l'Ukraine et pas se contenter de dire que cet accident, s'il s'agit bien d'un accident,… https://t.co/tNe3B15uzl",0.0,0.0,Negative
"RT @RWApodcast: Three military Toyota Mega Cruisers, likely donated to Ukraine by Japan, now in Russian service. https://t.co/luziAEXPCH",-0.033333333,0.366666667,Positive
@elonmusk can you fix the fact that journalists like @PatriceRoyTJ are doing complete disinformation about Ukraine?… https://t.co/fA5IQngkQI,0.1,0.4,Negative
RT @nytimesworld: Ukraine has become a testing ground for state-of-the-art weapons and information systems that Western political officials…,0.0,0.05,Negative
"RT @LKR_Partei_Bund: Alles hängt an Deutschland. Wir erwarten, dass der #Bundeskanzler  seine Blockadehaltung gegen die Lieferung von Kampf…",0.0,0.0,Negative
For use against #vatniks blaming Ukraine. https://t.co/zRBGspqLl7,0.0,0.0,Negative
RT @MaxBlumenthal: Dave Chappelle tried to compensate for telling uncomfortable truths about the US political system and antisemitism by co…,-0.25,0.55,Positive
"RT @mil_in_ua: 🇺🇦Танковий тягач Oshkosh M1070, який придбав Фонд Порошенка разом з волонтерами, прибув в Україну

https://t.co/j1mxZvzoRe…",0.0,0.0,Negative
RT @PChaibriant: #Ukraine... https://t.co/jt5Tg0nb8t,0.0,0.0,Negative
@eze_ubaja @Roal_Yr @MriyaReport You have no idea what freedom is! How dare you say that Ukraine is Russia!?🤦‍♀️,0.0,0.0,Negative
RT @Flash_news_ua: ⚡️The State Security Service of Ukraine discovered lists of FSB (Russian Intelligence) agents who cooperated with the en…,0.0,0.0,Negative
"RT @Pontifex: Let us pray that the Lord might convert the hearts of those who are still directed toward war, and make the desire for peace…",0.0,0.0,Negative
"RT @KyivIndependent: ⚡️Pentagon chief: NASAMS intercept all Russian missiles in Ukraine. 

The U.S. Defense Secretary Lloyd Austin said tha…",0.0,0.0,Negative
"RT @MrJonasDanner: Wollen wir es wirklich ignorieren, dass die Ukraine seit über 8 Monaten alles Menschenmögliche tut, um einen Weltkrieg l…",0.0,0.0,Negative
"RT @SwedishPM: Sweden is significantly increasing our support to Ukraine’s freedom, sovereignty and territorial integrity. Today we announc…",0.375,0.875,Negative
Lmfao really 😂it was Ukraine who hit Poland not Russia not Putin 🤣 the world needs to wake TFU its always been Ukra… https://t.co/EdbAPOM633,0.2,0.2,Negative
RT @DannyHartwig4: Mir reichts eintgültig nun!!! nachdem mein abschlag von 380 auf 720 euro stieg beim Strom kommt das jetzt hinterher noch…,0.0,0.0,Negative
"RT @FraterLeonatus: Okay, if the missile was ukrainian, here's my plan :
   - we article 5 Ukraine,
   - we invade Ukraine, getting rid of…",0.5,0.5,Negative
RT @Igor_from_Kyiv_: 24.02.22. Footage of one of the many military columns that were traveling to Ukraine. Most of them have already been d…,0.3,0.366666667,Negative
RT @timburchett: This was premature and we need to be careful. One of my concerns is that Ukraine will need  American “advisors” to handle…,-0.05,0.5,Positive
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
RT @DarthPutinKGB: Ukraine is risking WW3 by shooting down an innocent Russian cruise missile on its way to denazify a childrens playground.,0.114814815,0.32962963,Negative
@1776TunTavern @CyrusTrav08 @Reuters Ukraine uses it still while Russia has S400 and S500,0.0,0.0,Negative
https://t.co/7tQSJeucMq,0.0,0.0,Negative
"RT @LoetitiaH: Chronique de l'agression non déclarée de l'Ukraine contre l'OTAN.

1/  2 mars - Un système ukrainien S-300 SAM détruit un av…",0.0,0.0,Negative
"@sunick51 @Eastcheam77 @DavidDavisMP Vaccine rollout had nothing to do with leaving the eu, neither did our helping… https://t.co/acI2UZGde6",0.0,0.0,Negative
@MillerEP @deadlightsout @scrowder So how many Polish people can be hurt by Ukraine before it stops being Russias f… https://t.co/TBv8mA5U0t,0.5,0.5,Negative
Les tueurs à distance qui guident les missiles russes en Ukraine https://t.co/e4WTMkWM1J,0.0,0.0,Negative
"RT @LarryMadowo: An African student who was imprisoned in Moscow has been killed during battle in Ukraine fighting for Russia. 

The Zambia…",-0.1,0.0,Positive
RT @NataliyaMedPhys: Please register for the London Cancer Week session on #oncology in #Ukraine Nov 17th 4-8pm GMT. Organized by @beznosen…,0.0,0.0,Negative
"RT @200_zoka: Ironically Ukraine caused more damage to NATO than Russia. Romanian MiG 21 ,now killed Polish citizens",0.15,0.25,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"@Jaimeforme @sinavaliollah Agreed. They are war criminals who should rot in prison or be executed. 
IRGC and the le… https://t.co/c0oG2GZjzy",0.0,0.0,Negative
"RT @PrisonPlanet: They blamed a potentially world war escalating missile attack on Russia, when Ukraine fired the missile, and we're all ju…",0.0,1.0,Negative
"RT @nexta_tv: The White House: Russia is responsible for the incident in Poland

""Russia has unleashed a flurry of missiles on Ukraine spec…",0.1,0.275,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
"RT @niezaleznapl: Pociski miały odciąć Ukrainę od europejskiej energii? Według eksperta, spadły w pobliżu ważnego węzła energetycznego. Wię…",0.0,0.0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"RT @reaccionapr: Ukraine attacked a NATO country

Ukraine is not a NATO country. 

If you attack a NATO country, you attack all of NATO.…",0.0,0.0,Negative
RT @siadevinci: Magari ya Ukraine iliyopokea kama msaada toka Japan sasa yanatumiwa na wanajesh wa Urusi. https://t.co/r0lyf5Cvtn,0.0,0.0,Negative
"RT @davidfrum: Periodic reminder that if Trump had succeeded in the January 2021 coup attempt, the coup-makers would have backed Putin's Ru…",0.0,0.0,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"RT @f_philippot: - Zelensky dit que la Russie a attaqué la Pologne
- Même les Américains répondent que le missile vient d’Ukraine
- Zelensk…",0.0,0.0,Negative
"RT @TheGrayzoneNews: Blowback: Italian police bust Azov-tied Nazi terror cell planning terror attacks

A series of arrests highlight the te…",0.0,0.0,Negative
"RT @AlainTo41546267: Missile tombé en Pologne : d'après Washington, ""rien ne contredit"" l'hypothèse d'un projectile provenant de la défense…",0.0,0.0,Negative
@NEWSMAX NO MORE MONEY FOR UKRAINE,-0.25,0.5,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
"@soappman @DeptofDefense @SecDef @thejointstaff @USArmy Do you understand what the Azov battalion in Ukraine is, it… https://t.co/hP45Ch7Zh9",0.0,0.0,Negative
RT @willchamberlain: Pretty obvious that the biggest national security threat we face is Ukraine lying us into World War III,0.125,0.75,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
"RT @Tidiane84101146: Covid: mensonges, manipulation des chiffres par les instances internationales et nationales 
Injections: mensonges, ma…",0.0,0.0,Negative
"RT @MaajidNawaz: We TRIED to WARN you
و ما علينا الا البلاغ المبين

March 2022 with @Timcast:

“Azov NAZI Battalions are officially part of…",0.0,0.0,Negative
EU launches military training assistance mission for Ukraine soldiers https://t.co/gL9JOF9AaR via @YouTube,-0.1,0.1,Positive
RT @defpriorities: Can the world’s most powerful countries set aside their short-term interests to address “planet-threatening problems lik…,0.4,0.75,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
@JackPosobiec After Ukraine shot missile into Poland. A false flag if I ever saw one!,-0.5,0.6,Positive
"@Stephanos47 Or anywhere. 
You are a good guy. I try to be. There are others. In the Ukraine. In Russia. Wherever.",0.7,0.6,Negative
"RT @visegrad24: 100 foreign volunteer soldiers who sacrificed their lives for a sovereign and free Ukraine.

RIP heroes. https://t.co/jitTE…",0.1375,0.4625,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0.0,0.0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
"RT @SarahAshtonLV: 100% 

💯

ONE HUNDRED PERCENT

That's the NASAM success rate in Ukraine.",0.3,0.0,Negative
"@JohnBonifaz @FSFP @MiFamiliaVota 1. Hes not an insurrectionist. Yall are crazy.
2. Prove it, or you are just a wil… https://t.co/xqeiDUM7zi",-0.6,0.9,Positive
"RT @JohnTChance5: Il y a un vrai risque de frappe nucléaire en Ukraine.
Pas par la Russie. Non.
Par le fada de Kiev prêt à tout pour racket…",0.0,0.0,Negative
"RT @KyivIndependent: ""Russian goal seems to be to entrench and defend for the next several months, and then attempt a new offensive in the…",0.034090909,0.113636364,Negative
RT @DAlperovitch: Ukrainian intelligence estimates that three-quarters of the components of the Iranian drones downed in Ukraine are Americ…,0.0,0.0,Negative
RT @AlexRaptor94: Captured Russian MLRS BM-21 Grad in the Kherson region. #Ukraine #UkraineRussiaWar #Херсон #Трофей @Rebel44CZ #ЗСУ #ВСУ h…,0.0,0.0,Negative
RT @michaeldweiss: An air defense missile will have been fired to save civilian lives from terrorizing Russian bombardment. This version of…,0.0,0.0,Negative
"#Ukraine supplied white phosphorus ammunition to #Azerbaijan, which was used during the hostilities over #Nagorno-… https://t.co/Q9BSuqfo9b",0.0,0.0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0.0,0.0,Negative
RT @traversingUS: @JackPosobiec Stray? Ukraine has been trying to draw NATO into the conflict from the start. I can’t be the only person th…,0.0,1.0,Negative
@JackPosobiec Cuz Ukraine did it.,0.0,0.0,Negative
"RT @WarMonitor3: Snowing in Kyiv 

Winter is here.

A cold and brutal one to come in Ukraine.",-0.7375,1.0,Positive
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
RT @MinPres: One thing is clear: this would not have happened without Russia’s horrific missile attacks against Ukraine. We continue to sup…,-0.45,0.691666667,Positive
"RT @KenefeManaiche: So NATO admits that Ukraine fired missiles into Poland, but adds that it was Russia’s fault. 🤡🤡🤡",0.0,0.0,Negative
"@venu3_79 🌷
#مهسا_امینی 
#تسخیر_مقرهای_سرکوب 
#اعتصابات_سراسری",0.0,0.0,Negative
@Ed_Randgad @POTUS Yes I'm sure you'd rather that money go to Ukraine or to help you pay back that stupid loan you… https://t.co/HPyJ95bays,-0.1,0.62962963,Positive
RT @Omerta_officiel: « Il est difficile de croire que le Président Ukrainien Volodymyr Zelensky n’est pas au courant que sa propre défense…,0.0,0.0,Negative
RT @Omerta_officiel: « Il est difficile de croire que le Président Ukrainien Volodymyr Zelensky n’est pas au courant que sa propre défense…,0.0,0.0,Negative
@Richthetech86 @lexfridman Let’s make sure we are talking about the same potin/russia https://t.co/d8BY7gF3mn,0.25,0.506944444,Negative
"RT @NATO: ❝This is not Ukraine’s fault. Russia bears ultimate responsibility, as it continues its illegal war against Ukraine.❞

@jensstolt…",-0.25,0.75,Positive
"RT @ggreenwald: If we project out to a year, that would be $120 billion each year to fuel the US proxy war in Ukraine.

That's roughly 1/8…",-0.1,0.4,Positive
"RT @Maks_NAFO_FELLA: The winter war is beneficial to Ukrainians, - US Defense Minister Lloyd Austin.

 ""We provided Ukraine with a huge amo…",0.4,0.9,Negative
"RT @JustinTrudeau: Today, I had my first in-person meeting with Prime Minister @GiorgiaMeloni. We discussed the historic ties between Canad…",0.125,0.166666667,Negative
"RT @trapperjohn37: So if I understand it right we sent money to Ukraine, then Ukraine invests money in a crypto scam that then spends 40 mi…",0.285714286,0.535714286,Negative
"RT @_kuball_: Ora, se #Stoltenberg non è il cojone che pare essere, dovrebbe sollevare l'#Article5 contro #Ukraine.
O almeno porsi il dubbi…",0.0,0.0,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0.0,0.0,Negative
"RT @ggreenwald: Don't worry: I'm sure these billions and weapons flying around DC and Ukraine are being meticulously accounted for.

That's…",0.5,0.888888889,Negative
RT @TsybulskaLiubov: Russian soldiers have stolen a raccoon from Kherson zoo. The social media in Ukraine exploded. Ukrainians want the rac…,0.016666667,0.033333333,Negative
"RT @GuinieZoo_Intel: #Ukraine continues to fortify &amp; militarize their border with #Belarus

UA already announced 3km of a border wall has a…",0.0,0.0,Negative
"RT @TheGrayzoneNews: Blowback: Italian police bust Azov-tied Nazi terror cell planning terror attacks

A series of arrests highlight the te…",0.0,0.0,Negative
"RT @f_philippot: Après cette attaque ukrainienne contre la #Pologne, normalement, vu les Traités UE et OTAN, on devrait attaquer l’Ukraine…",0.0,0.0,Negative
"RT @humourbiglol: 1/2
SUR L’UKRAINE, CE MONSIEUR N’Y VA PAS DU DOS DE LA CUILLÈRE…
#Ukraine #Russia #France #Poutine #Macron https://t.co/R…",0.0,0.0,Negative
"RT @FcukMandate: Sollte die #Bundesregierung nicht aus der Spirale der #Eskalation aussteigen, müssen alle Mütter &amp; Väter den #Verteidigung…",0.0,0.0,Negative
RT @MadeInTheUSANJ: @RepMTG #NeverForget: U.S. House members who voted against holding Putin accountable for his genocide against Ukraine:…,0.0,0.0,Negative
RT @KimDotcom: Ukraine executed the false flag attack on Poland so poorly that there was no chance to blame Russia without losing all credi…,-0.4,0.6,Positive
RT @Wehawke4: @POTUS So you gave my money to Ukraine who in turn gave my money to FTX who in turn gave my money to the Democrat party just…,0.0,0.0,Negative
,,,
@juergenreinhar2 (S+) Raketenschläge gegen Energieversorgung: Russland will die Ukrainer mürbe bomben… https://t.co/C80TeJHjA9,0.0,0.0,Negative
"Russia Ukraine CUPE Jays Foyth Messi Di María
1
#المتجر_الالكتروني
#كيف_ادلعها
https://t.co/q8XG0Y4XHi",0.0,0.0,Negative
"RT @POTUS: We also reaffirmed our continued readiness to hold Russia accountable for its brazen attacks on Ukraine, even as the G20 meets t…",0.0,0.0,Negative
"RT @ChristopherJM: Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridiculous. The Ukrainians a…",-0.333333333,1.0,Positive
"RT @NeilPHauer: Russia earlier this very week: ""we will not consider withdrawing from occupied Ukrainian territory."" 

How does anyone thin…",0.1,0.4,Negative
"RT @michaelrulli: Biden is asking for another $37 billion to be sent to Ukraine.

If he gets his wish, American taxpayers will have sent mo…",0.0,0.0,Negative
"RT @Bitboy_Crypto: Anyone else confused as to why SBF has not been arrested yet?

Let’s look at why:
 
-@GaryGensler worked for his gf’s da…",-0.4,0.7,Positive
"RT @UsefulIdiotpod: “The day the squad and Bernie voted for war credits for Ukraine, that whole progressive enterprise turned into a rottin…",0.2,0.4,Negative
RT @blackintheempir: Ukraine is not a NATO member and they bombed Poland,0.0,0.0,Negative
"RT @TheLastWord: Ahead of the first United Nations General Assembly since Russia invaded Ukraine, @USAmbUN Linda Thomas-Greenfield joins @L…",0.15,0.416666667,Negative
"RT @DefenseBaron: JUST IN: The probability of Russia conquering Ukraine militarily is “close to zero,” says Gen. Milley, in rare Pentagon p…",0.1,0.5,Negative
"RT @USAmbUN: Unfortunately, one of the greatest threats to our success – to maintain peace and security – is from within.

At the top of th…",0.325,0.625,Negative
"@ManuelaNikolic4 @focusonline Wenn die Rakete nie erfunden worden wäre, wäre das auch nie passiert. Wir müssen mit… https://t.co/OcBFeUrsLr",0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @michaeldweiss: An air defense missile will have been fired to save civilian lives from terrorizing Russian bombardment. This version of…,0.0,0.0,Negative
RT @StephenM: Does Senate GOP leadership have a rebuttal to the top Dem detailing plans to replace higher-paid US workers w/lower-paid ille…,0.5,0.5,Negative
@ComicDaveSmith Article 5 against UKRAINE. End the war. They attacked a NATO country to try to trigger a nuclear war!,0.0,0.0,Negative
"RT @NLatUN: Today, @UN #ThirdCommittee adopted a resolution on the #HumanRights situation in Crimea &amp; Sevastopol. Russia’s aggression again…",0.0,0.0,Negative
@geli_fli @Nevergiveup3110 Wer hat die Raketen abgefeuert und dabei die Grenzregion der Ukraine ins Ziel genommen?… https://t.co/j0qReksYuT,0.0,0.0,Negative
"RT @peterson__scott: “I am alive, my limbs are in place – so yes, I feel lucky…” 
Even as shells fall, #Ukraine’s deminers work to make the…",0.1,0.4,Negative
RT @MadeInTheUSANJ: @RepMTG #NeverForget: U.S. House members who voted against holding Putin accountable for his genocide against Ukraine:…,0.0,0.0,Negative
Ukraine ehrt deutsche Medien-Hilfstruppen mit Orden via @NachDenkSeiten -  https://t.co/LZ6nmnsKGD,0.0,0.0,Negative
"RT @GeromanAT: -&gt; 
the 3 days myth was created by General Mark Milley 

https://t.co/6IXw3iEtDB",0.05,0.5,Negative
"@BFMTV La guerre en Ukraine n'a rien de démocratique, liberté, valeurs du monde de libre etc.mais un conflit d'inté… https://t.co/CH2k8uilTP",0.0,0.0,Negative
"RT @GeeDawg55975157: @Exen is 100% transparent and brings cars into #Ukraine. without such cars it makes life alot harder for us. 

Send a…",-0.05,0.25,Positive
@Tonester_7 @a_t_asmolov @Lemmyk41 @citizentommy Opponents of “Letter Z” must “‘understand that if they are countin… https://t.co/obwQdyxjlf,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
Can the risk of spillover from the Ukraine war be contained? https://t.co/BdB3IP5wgq,0.0,0.0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
"@LaurentBibas Il a un courage indéniable, en revanche très clairement son objectif c’est la souveraineté de l’Ukrai… https://t.co/ycT3j6clO9",0.0,0.0,Negative
Strange that people supposedly do not know which missile is involved in Poland.  Inspectors see this at first sight… https://t.co/wP6kZXsBpn,0.1,0.241666667,Negative
@KyivIndependent Putin needs to leave Ukraine including Crimea and then negotiate including reparations payable to… https://t.co/H0VtKDEkk9,0.0,0.0,Negative
@reaccionapr @HotepJesus UKRAINE must be WIPED from the face of the Earth and we must BOYCOTT ALL UKRANIAN VODKA!!,0.0,0.0,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @ukraine_map: Ukraine🇺🇦 Air Defense Systems

NATO SAM Systems
NASAMS 🇺🇸🇳🇴 (16 Launchers)
Stormer HVM 🇬🇧 (6 Launchers)
Aspide 🇮🇹 (4 Launc…",0.0,0.0,Negative
@KyivIndependent @SecDef more #NASAMS for #Ukraine,0.5,0.5,Negative
@MillerEP @deadlightsout @scrowder So how many Polish people can be hurt by Ukraine before it stops being Russias f… https://t.co/TBv8mA5U0t,0.5,0.5,Negative
@RussianEmbassy @Telegraph @mfa_russia @rusemb_pl @BBCWorld @REESOxford @guardian @SkyNews @standardnews… https://t.co/3ZXf9fG9n6,0.0,0.0,Negative
"RT @irgarner: A reminder that Russia shot down a passenger jet over Ukraine in 2014, killing 298 civilians, and the West shrugged and got o…",-0.155555556,0.288888889,Positive
@financialjuice Fk Ukraine,0.0,0.0,Negative
"@jmglobalaffairs @IAPonomarenko Only a madman would like to escalate this war to the nuclear conflict, but trust me… https://t.co/Xi95QmoKdw",0.0,1.0,Negative
"RT @UAWeapons: #Ukraine: A rare Russian BMP-1AM ""Basurmanin"" modernized IFV was captured by the Ukrainian army in #Kherson Oblast. https://…",0.15,0.45,Negative
RT @rising_serpent: Biden-FTX-Ukraine is everything they claimed Trump was doing with Russia and then investigated him for five straight ye…,0.2,0.4,Negative
"RT @DefenceU: This is everyday life in Ukraine... and we are getting used to it. 
📷Dmytro Komarov https://t.co/x9ylGpXVFo",-0.2,0.6,Positive
Since it is now likey that the ordnance that killed two Polish citizens came from #Ukraine @NATO must envoke… https://t.co/s2WfMxYyIj,-0.2,0.0,Positive
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
@thesiriusreport Let's see...what whose missle was Ukraine shooting down ???? Oh yeah one of over 70 just shot at U… https://t.co/wX3UCfcD3v,-0.155555556,0.288888889,Positive
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",-0.225,0.375,Positive
"RT @RWApodcast: Three military Toyota Mega Cruisers, likely donated to Ukraine by Japan, now in Russian service. https://t.co/luziAEXPCH",-0.033333333,0.366666667,Positive
".@CIA’s Andrew Boyd @ #AspenCyber Summit 2022: Russia's invasion of Ukraine changed everything. A year ago, the gov… https://t.co/Q1xDw9ypu2",0.0,0.0,Negative
RT @Dempz8: Turns out Ukraine bombed Poland 🤷‍♂️ and everyone sooooo quick to blame Russia 🤦‍♂️,0.333333333,0.5,Negative
"RT @USAmbUN: So grateful to my friend José Andrés who has stepped up time and time again to feed the world's most vulnerable.

Today, we vi…",0.0,0.5,Negative
RT @MayraFlores2022: Not a penny more should be sent to Ukraine until a full detailed investigation and audit is done.,0.416666667,0.6,Negative
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"6 Months of War in Ukraine - Economics, Endurance &amp; the Energy War
#NATO #Poland #UnitedStates #WWIII #Ukraine https://t.co/NHc3mGvW69",0.0,0.0,Negative
"RT @Bird5Ca: $333M to Cambodia 
$500M to Ukraine
$750M to Asia for their “infrastructure.”
$80M for “Global health systems.”
All while tell…",0.0,0.0,Negative
@blackintheempir Bur it would be better for him to allow  Ukraine to be invaded by a neighbouring imperialist state… https://t.co/bzdIvhysRY,0.5,0.5,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0.0,0.0,Negative
RT @avischarf: WSJ exculsive: Ukraine managed to land an Iranian Mohajer6 drone used by Russia. They found majority of parts originate in t…,0.0,0.0,Negative
RT @bmilakovsky: 1) Its early to judge how well Ukraine is maintaining due process as it sweeps liberated territories for collaborators and…,-0.0125,0.3375,Positive
